listing_year,title,author,detail_url,title_eng,language,faculty,programme,department,submitted,defended,abstract,key_words,pdf_url,abstract_length,is_ai_focused_zero_shot,ai_confidence_zero_shot,is_ai_focused_llm,ai_confidence_llm,is_ai_focused
2022,Aplikace komunikační inovace do jiného státu,onikova karolina,https://vskp.vse.cz/85157_aplikace-komunikacni-inovace-do-jineho-statu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2022&page=33,applying a communication innovation to another country,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra multimédií,12. 12. 2021,19. 1. 2022,"this paper analyses the brand and communication of the russian company aviasales, targeting young people (generation z). the aim of the paper is to analyse elements of communication that can be successfully transferred to another market context and used to improve the marketing communication of a particular company - student agency.  first of all, the generations targeted by such communication elements are considered. next, the marketing and communication strategies, their components, and trends in modern communication, including brand authenticity, are described. this is followed by a description of the steps involved in creating a communication strategy. in the practical part, a study of a russian company is conducted on the basis of these data. next, the czech company is selected and the elements that can be used are identified.  the result of the work is a proposal, not an end result - nevertheless, it can be used to create long-term brand communication.",travel segment; communication; innovation,https://insis.vse.cz/zp/76381,972,False,0.5583613514900208,False,0.0,False
2023,Ekonometrická analýza crowdfundingových kampaní,papush maria,https://vskp.vse.cz/88349_ekonometricka-analyza-crowdfundingovych-kampani?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=5,econometric analysis of crowdfunding campaigns,english,fakulta informatiky a statistiky,kvantitativní metody v ekonomice,katedra ekonometrie,29. 6. 2023,24. 8. 2023,"abstract crowdfunding is one of the most interesting and inspiring topics of recent times and is only getting more popular as time goes by. studying it allows you to better understand the incentive that arouse public interest, make assumptions about how information is transmitted and wonder as far is possible to predict the behavior of the crowd. not surprisingly, there are more and more studies exploring the subject. this paper provides a brief overview of articles on the topic of crowdfunding, mainly in terms of the factors that affect the success of the project. in the practical part of the current bachelor thesis, there is a study of the key success factors of the project based on the data of the two most famous reward-based crowdfunding platforms kickstarter and indiegogo. the practical part of this thesis is building lenear regression and logistic regression models using the datasets from the above mentioned platforms. mentioned models can predict the success of the project to a certain extent.",crowdfunding; lenear regression; logistic regression,https://insis.vse.cz/zp/72250,1015,False,0.5465422868728638,False,0.0,False
2023,Vlastnosti generalized autoregressive score modelů na konečných vzorcích,švrčina jan,https://vskp.vse.cz/90998_vlastnosti-generalized-autoregressive-score-modelu-na-konecnych-vzorcich?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=5,finite sample properties of generalized autoregressive score models,english,fakulta informatiky a statistiky,kvantitativní metody v ekonomice,katedra ekonometrie,29. 6. 2023,24. 8. 2023,"this thesis discusses the finite sample properties of generalized autoregressive score models (gas). it provides a theoretical background to the area of time-varying parameter models as well as a description of gas model and its properties. it shows the connection between gas models and previously developed time-varying parameter models such as garch, adc, and adi models. furthermore, it presents a simulation study of 29700 samples for the estimated gas models on simulated data, using the r package gasmodel, across various probability distributions and model parameters. the simulation study results then empirically show the consistency and precision increasing with the sample size of some of the presented gas models. the cases where the models have not converged are outlined, and a possible explanation is discussed.",generalized autoregressive score models; time varying parameter models; times series analysis; simulation study,https://insis.vse.cz/zp/77772,827,False,0.6652157306671143,False,0.0,False
2023,Návrh firemní identity na příkladu kavárny,kozlova olesia,https://vskp.vse.cz/89637_navrh-firemni-identity-na-prikladu-kavarny?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=5,developing brand identity blueprint for a café bar,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra multimédií,8. 5. 2023,23. 8. 2023,"this bachelor thesis deals with the creation of a corporate identity for the coffee place.the aim of this bachelor thesis is the creation of a functional brand design with a detailed description using the example of a particular specific company. the theoretical part describes what it takes to create a successful brand identity, how corporate design, culture and style are related and how this affects the product and the perception of the company. it also dedicates to outputting various types of logos, typography, and color palettes. at the beginning of the practical part, there is a thorough negotiation with the client to clearly define the goal and the expected results. thereafter, the selected company, its current corporate identity and last but not least its competitors are described and analyzed in detail. it continues with the application of the knowledge from the theoretical part using the example of creating a completely unique brand identity. in the end, it displays the results in the form of a brand presentation.",corporate identity; branding; graphic design ; logo,https://insis.vse.cz/zp/83196,1037,False,0.6336988210678101,False,0.0,False
2023,Implementation of Master Data Management Solution in a Trade Industry Company,pitko dariia,https://vskp.vse.cz/89594_implementation-of-master-data-management-solution-in-a-trade-industry-company?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=5,implementation of master data management solution in a trade industry company,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,21. 8. 2023,23. 8. 2023,"the primary focus of this work is the concept of implementation of master data management  solutions in developing companies. first part of this work contains background information provided that aims to familiarize with fundamental terminology associated with master data management and reference data management , as well as their interrelations. and it also highlights the importance and impact of mdm on business operations.the second part of this work includes an analysis of the current situation of the company and proposed steps for the implementation of mdm solution on the example of a particular company.   the main goal of this work is to determine the specific steps and processes necessary for the implementation of a mdm solution. the work can serve as a practical guide for determining the processes at each step of the implementation of mdm / rdm solutions for small companies that plan to grow and develop both in the international arena and in the domestic market, because for this it is necessary to effectively and efficiently develop data management within companies , as the amount of data grows together with the expansion of the company.  the work relies on information and publications provided by various articles, company’s internal documentation and  the experiences gained during the implementation of the project will also serve as valuable inputs.",master and reference data management; mdm tools; strategy of implementation; mdm/rdm requirements,,1379,False,0.6503018140792847,False,0.0,False
2023,UX Redesign aplikace Goodreads z pohledu vybraného uživatelského scénáře,holotova dariia,https://vskp.vse.cz/89496_ux-redesign-aplikace-goodreads-z-pohledu-vybraneho-uzivatelskeho-scenare?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=6,ux redesign aplikace goodreads z pohledu vybraného uživatelského scénáře,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra multimédií,6. 5. 2023,22. 8. 2023,"this bachelor&apos;s thesis presents a ux redesign of the goodreads application (version 2022) for specific user scenarios, each representing different types of users and their specific needs and expectations from the goodreads app. the first scenario represents a user who is interested in tracking their reading progress, while the second scenario represents a user who is interested in organizing their physical book collection. the third scenario represents a user who is interested in discovering new books and authors through social media. the primary objective was to improve the user experience of the application and make it more user-friendly. the theoretical part of the thesis discusses the concepts of ux and ui design, their differences, and the design process, various applications that designers use in their work. furthermore, this work reviews the history of goodreads, its direct and indirect competition, and the challenges it faces. the practical part of the study followed a structured approach to design and refine the user experience of the goodreads app. it started with wireframing, selecting a grid, and preparing the components, colors, and fonts to be used. screens were then designed for each scenario, and proposed ux changes were made based on user feedback and basic ux principles. the resulting design was compared to the current goodreads app, and an interactive prototype was created to demonstrate how it would work in practice.  in addition to redesign of the goodreads application, this bachelor&apos;s thesis also includes user experience testing. a total of six users participated in the testing process, providing feedback on the proposed ux changes and suggesting additional improvements. the output of the work includes three user flows in figma, along with an interactive prototype. these prototypes serve as a visual representation of the new design, which can be used to gather feedback from potential users. overall, the thesis aimed to provide an analysis of the goodreads application and develop a user experience redesign that would improve the overall user experience.",social reading; reading application; usability; prototyping; user interface; user experience; user scenarios; redesign; mobile application,https://insis.vse.cz/zp/79473,2120,False,0.5463026165962219,False,0.99,False
2023,AUTONOMNÍ VOZIDLA A RISK MANAGEMENT KRITICKÝCH DOPRAVNÍCH SITUACÍ,oravský daniel,https://vskp.vse.cz/89755_autonomni-vozidla-a-risk-management-kritickych-dopravnich-situaci?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=6,autonomous vehicles and risk management for critical traffic situations,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra systémové analýzy,9. 5. 2023,23. 6. 2023,"this thesis aims to describe, assess, and manage the risks for critical traffic situations associated with the deployment of autonomous vehicles (avs), touching on the application of insights from information and communication technology (ict) process and risk management. the study will explore the ethics of autonomous vehicles to evaluate the impact of traffic collision situations. furthermore, quantitative research will be conducted to investigate respondents&apos; attitudes towards the risk of the described traffic situations associated with av deployment.",autonomous driving; artificial inteligence; critical traffic situations,https://insis.vse.cz/zp/79845,565,False,0.6631832122802734,False,0.0,False
2023,Gacha systém ve free-to-play hrách,světlíková hana,https://vskp.vse.cz/89660_gacha-system-ve-free-to-play-hrach?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=6,gacha system in free-to-play games,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra ekonometrie,8. 5. 2023,22. 6. 2023,"this bachelor thesis deals with gacha mechanism, compares three different gacha systems in free-to-play games, and takes a deeper look into the arknights gacha system whose simulation this work aims to create. thus the main aim of this thesis is to create a complex simulation in the programming language python and analyze its predictions and results. this thesis also describes the rules and common design practices used in games implementing this system and puts the simulation of one specific system into the context of other existing implementations, the history of gacha and similar random rewards mechanisms, and a probability theory. in the chapter dedicated to probability theory, this thesis explains related terms such as stochastic process, stochastic simulation, markov process, markov property, and markov chain monte carlo method, which is a method in a modified form used in the design and execution of the simulation. the results show how essential the implementation of pity is for the whole system. the results also state the prediction that the average resources needed to acquire the highest rarity reward are 48,000, meaning approximately four months&apos; worth of standard game rewards or premium currency worth of 200\$. this thesis can be used both by the players who want to gain a better understanding of the gacha system, as well as the developers of games implementing the said system. it also puts current knowledge regarding legislation, regulations, and the psychological aspect of this phenomenon into a new perspective.",simulation; probability; prediction; game of chance; python,https://insis.vse.cz/zp/82896,1554,False,0.5228016972541809,False,0.0,False
2023,NFT a jejich možné použití v fyzickém světě,preobraženskij alexej,https://vskp.vse.cz/89464_nft-a-jejich-mozne-pouziti-v-fyzickem-svete?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=6,nfts and their possible use in the physical world,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra ekonometrie,5. 5. 2023,22. 6. 2023,"in 2021, the sudden surge in popularity of non-fungible tokens, commonly referred to as  nfts, caused a revolution in the digital art industry and gained a widespread media  attention. however, this hype resulted in unrealistic expectations that proved  unsustainable, leading to a decline in interest and widespread perception that nfts were a dead-end. despite this, new applications continue to emerge, drawing in fresh audiences.  this thesis aims to explore unconventional perspectives and propose potential use cases  that demonstrate how non-fungible tokens can enhance our physical world and improve our  lives in the future.",nft; blockchain; cryptocurrency; use cases; non-fungible token; nft market,https://insis.vse.cz/zp/82529,633,False,0.5195518136024475,False,0.0,False
2023,Videoherní skiny jako alternativní investiční instrument: případ Counter Strike: Global Offensive,půta pavel,https://vskp.vse.cz/89441_videoherni-skiny-jako-alternativni-investicni-instrument-pripad-counter-strike-global-offensive?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=7,videogame skins as an alternative investment instrument: the case of counter strike: global offensive,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra ekonometrie,3. 5. 2023,22. 6. 2023,"this thesis deals with the game counter strike: global offensive in which there are collectable in-game items. the research consists of testing whether there is a relationship in the development of price of cs:go items, specifically the loot box operation breakout case and the redline field-tested skin on ak-47 weapon, and the development of price of more traditional investment instruments. the examined period is 2020, in which the investment instruments were more volatile. using the least square method, two regression analysis models are created from the data to further examine the price dependencies of the selected investment instruments. in the first model, in case of the operation breakout case, there is no indication of any relationship in the price development with other investment instruments. in the second model, in the examination of the ak-47 redline a dependency in price development with bitcoin is found. however, this does not refute the results of the first model in any way, but rather confirms the necessity of researching the potential of individual items and not as a whole. thus, the thesis shows the potential of cs:go items entering an investors riskier portfolio as an alternative investment instrument, as these collectables might have a unique development in price, but on the other hand, they are still not researched in detail.",investment instruments; market price; alternative investing; csgo; skins,https://insis.vse.cz/zp/82706,1366,False,0.698974072933197,False,0.67,False
2023,Sociální média Instagram jako nástroj řízení vztahů se zákazníky,tomchanka maria,https://vskp.vse.cz/89729_socialni-media-instagram-jako-nastroj-rizeni-vztahu-se-zakazniky?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=7,instagram social media as a customer relationship management tool,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra systémové analýzy,8. 5. 2023,21. 6. 2023,"this bachelor&apos;s thesis explores using instagram for businesses as a supportive tool for customer relationship management. the main objective of the bachelor thesis is to find out if instagram is a platform that can help companies to build and maintain relationships with their customers. the other aim is to describe the features of instagram and how they can be used for customer relationship management (crm) purposes. the bachelor thesis is divided into two parts: theoretical and practical. the theoretical part defines crm discusses crm systems and compares social crm to traditional crm. this part also discusses the importance of customer engagement and loyalty in social crm. besides that, it discusses different types of social media platforms and their benefits for businesses. the theoretical part is finished with an analysis of instagram&apos;s functionality and business usage. the practical part is an analysis of a questionnaire survey that examines the impact of business activities on instagram social media on customer behavior. ultimately, the thesis provides insights into how businesses can effectively use instagram as a platform for managing customer relations.",social crm; social media; instagram; crm,https://insis.vse.cz/zp/75006,1190,False,0.6451169848442078,False,0.95,False
2023,Architektura Datových Proudů,maksimenko ilia,https://vskp.vse.cz/89494_architektura-datovych-proudu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=8,data streaming architecture,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,6. 5. 2023,19. 6. 2023,"the proliferation of big data and the emergence of real-time applications have created a need for scalable and efficient data processing systems that can handle large volumes of data in real-time. the development of the internet of things is taking this to another level altogether; now data can come to us in real time, and our goal, in turn, will be to transfer it without loss, in the right order, and at the highest possible speed. in this thesis, author proposes a general data streaming architecture. the theoretical part focuses on outlining the fundamental ideas required to comprehend the topics addressed in the thesis. the primary part of this bachelor&apos;s thesis delves into the research surrounding data streaming architecture through a systematic literature review. the author begins by choosing relevant papers and subsequently analyzes them to emphasize the components of the proposed architecture present in each examined paper. using scientific methods, such as generalization and synthesis, the author identifies common components in the architectures reviewed. finally, based on the identified components, the author puts forth a proposal of a general data streaming architecture, with each component of the architecture being commented for a more in-depth overview.",data stream; stream processing; systematic literature review; data streaming architecture,https://insis.vse.cz/zp/80788,1289,False,0.6959071755409241,False,0.0,False
2023,Edge Computing: Architektura a aplikace,šlambor jakub,https://vskp.vse.cz/89662_edge-computing-architektura-a-aplikace?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=9,edge computing: architecture and applications,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,8. 5. 2023,16. 6. 2023,"this thesis examines the topic of edge computing. the aim of this thesis is to investigate the application of edge computing to different application domains such as iot, healthcare, etc., and to develop a prototype application that allows the comparison of edge computing solutions with the traditional approach. edge computing is first defined and categorized, the development and trends in the field are shown, and the hardware and software of a typical edge computer are described, as is the security of edge systems. a case study in a startup herohero is conducted, and an application prototype using cloudflare workers is deployed to production, fulfilling the aim and answering the questions of what the purpose and business case characteristics of using edge computing are and what are the benefits and drawbacks of utilizing the edge for the deployment of a web application. the methods of processing used to achieve the goal of the thesis include the analysis of scientific documents and internet sources, comparison of the traditional and edge approach, and gathering metrics to assess them both.",edge computing; cdn; serverless; web application; distributed systems,https://insis.vse.cz/zp/82869,1107,False,0.6561825275421143,False,0.0,False
2023,Ekonometrická analýza vztahu mezi vakcinací proti COVID-19 a výskytem nemoci,shaibaneev roman,https://vskp.vse.cz/89628_ekonometricka-analyza-vztahu-mezi-vakcinaci-proti-covid-19-a-vyskytem-nemoci?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=12,econometric analysis of the relationship between vaccination against covid-19 and its occurrence in population,english,fakulta informatiky a statistiky,matematické metody v ekonomii,katedra ekonometrie,8. 5. 2023,14. 6. 2023,"over the whole covid-19 pandemic the efficiency of vaccination was doubted by a large group of people. it was even thought that they are more harmful for people who took them. in this bachelor thesis i try to investigate the relationship between given vaccine doses and two variables - the ratio of deaths and recovered from the decease and its death rate. i try to estimate this effects by developing an ardl model to deal with autocorrelation. i found a significantly negative total effect of the vaccines on the variables, whereas a more detailed analysis showed negative and significant effect on the variables from vaccine doses given in recent 3 months and also 9 months up until year. also, logarithmic transformation does not create drastic changes in estimates having a little better residuals.",covid-19; ardl model; autocorrelation; stationarity,https://insis.vse.cz/zp/83328,803,False,0.5785258412361145,False,0.0,False
2023,Statistická analýza situací ve sportu,virba viliam,https://vskp.vse.cz/89610_statisticka-analyza-situaci-ve-sportu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=13,statistical analysis of situations in sport,english,fakulta informatiky a statistiky,matematické metody v ekonomii,katedra statistiky a pravděpodobnosti,8. 5. 2023,14. 6. 2023,bachelor thesis offers insight into the specific sport situations from the statistic perspective that is possible due to availability of large amount well structured data that measure many aspects of the games. every situation is present in american football and data are exclu- sively sourced from national football league since 2000. american football as a sport is introduced followed by dataset description. after the league itself and dataset is described three hypotheses are formulated. first is trying to show how aggressive tactics could conse- quently lead to losing in tight games. second hypothesis looks at the frequent event that is taking a timeout before opposing team is trying to score an important points by kicking a field goal. last third hypothesis is trying to measure effect of stadium altitude on distance that is possible to be kicked by punter. hypotheses are evaluated by statistical hypotheses testing after data are processed in desirable condition,american football; sport statistics; nfl; hypothesis testing; sport analytics; data driven decision making,https://insis.vse.cz/zp/83567,978,False,0.7278515696525574,False,0.0,False
2023,"Vliv basketbalových statistik na výhru zápasu: Komparace české NBL, Euroligy a NBA",srp štěpán,https://vskp.vse.cz/89550_vliv-basketbalovych-statistik-na-vyhru-zapasu-komparace-ceske-nbl-euroligy-a-nba?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=14,"the impact of basketball statistics on winning a game: comparison of czech nbl, euroleague and nba",english,fakulta informatiky a statistiky,matematické metody v ekonomii,katedra ekonometrie,7. 5. 2023,14. 6. 2023,"this thesis uses logistic regression to analyse which basic basketball statistics are important in determining the outcome of a game. the thesis compares six seasons of the czech national basketball league (nbl), euroleague, and the nba, both in the regular season and playoff, using only basic box score statistics or their derivatives. the created models were based on three different sets of predictors: the first set contained only offensive/defensive efficiency rating, the next set consisted of the so-called four factors, and the last one fitted ordinary statistics obtainable directly from box scores. the results suggest that efficient shooting, turnovers, and rebounding are among the most important factors to winning games in all leagues, with each league differing in which factors are more important. in the nba, there was a larger emphasis on efficient shooting, the 3-point shot was more important than in other leagues, with an apparent upward trend over time. the czech nbl and euroleague tend to be more strategically oriented, emphasizing turnovers and rebounds more than in the nba. additionally, the european leagues showed less difference between playoff and regular season, while in the nba, the difference in play style between the two was larger. in the nba playoff, the game becomes more similar to euroleague and czech basketball, with a greater emphasis on rebounding, steals, and turnovers.",comparasion; basketball; logistic regression; basketball statistics,https://insis.vse.cz/zp/82695,1420,False,0.6235992312431335,False,0.99,False
2023,Agricultural Production and Climate Change,kolomieiets sofiia,https://vskp.vse.cz/89527_agricultural-production-and-climate-change?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=16,agricultural production and climate change,english,fakulta informatiky a statistiky,kvantitativní metody v ekonomice,katedra statistiky a pravděpodobnosti,7. 5. 2023,12. 6. 2023,"modern civilisation faces a two-fold challenge regarding food security: ensuring sufficient food supply for the growing population and tackling hunger in the poorest parts of the world. on top of that, climate change is becoming more tangible and poses a potential threat to meeting food security targets in the future. these factors motivated the investigation of agricultural and climatic indicators in this thesis. specifically, the analysis was focused on the cases of two countries, the netherlands and tanzania, which were chosen as representatives of the two tails of the development ladder. the main goal of this thesis is to provide a picture of the past development of agricultural and climatic variables. the thesis can be divided into two parts. in the agricultural part, the focus is on agricultural output growth and the role of productivity. the method of agricultural growth decomposition developed by the usda is used, and the analysis is performed on the data set of international agricultural indicators published by the usda. in the second part, two climatic indicators are analysed: average temperatures and total precipitation. the data from era5 reanalysis is used for this purpose. descriptive techniques and methods for time series modelling are used to identify the extent of the changes that occurred over the studied period. the upwards shifts in the temperatures were found in both countries, while precipitation was found to have decreased in tanzania. the findings in this thesis provide the basis for further research on the relationships between agricultural and climatic variables.",agriculture; tfp; productivity; climate change; time series,https://insis.vse.cz/zp/83405,1615,False,0.5185208320617676,False,0.0,False
2023,Analýza volatility cen na trzích se zemním plynem a ropou,komarov vladimir,https://vskp.vse.cz/89486_analyza-volatility-cen-na-trzich-se-zemnim-plynem-a-ropou?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=16,analysis of price volatility in natural gas and crude oil markets,english,fakulta informatiky a statistiky,kvantitativní metody v ekonomice,katedra statistiky a pravděpodobnosti,6. 5. 2023,12. 6. 2023,"the present study aims to examine the return volatility of futures market prices for natural gas and crude oil during the time period of 2010-2023. it provides a comprehensive overview of the global natural gas and crude oil markets, as well as the european union markets, highlighting the factors that contribute to the high volatility observed in these markets, such as supply and demand issues, political instability, and governance influences. to achieve the objectives, three different types of garch models, namely classic garch, gjr-garch, and egarch models, are employed for analysis and prediction. the primary aim of employ- ing these models is to identify the best fit for the selected commodities using the maximum likelihood function and mse statistic. the analysis indicates that the crude oil market is best fitted with a egarch model, while the garch model is the best fit for the natural gas market. furthermore, the paper offers a brief introduction to risk management, and based on the best fitting models for each time series, the value at risk (var) statistic is calculated and estimated.",garch models; natural gas price; crude oil price; volatility prediction,https://insis.vse.cz/zp/83053,1109,False,0.5147987604141235,False,0.0,False
2023,Od statického k dynamickému oceňování: Potenciál využití Monte Carlo simulace v modelu Diskontovaných peněžních toků,burian matěj,https://vskp.vse.cz/89567_od-statickeho-k-dynamickemu-ocenovani-potencial-vyuziti-monte-carlo-simulace-v-modelu-diskontovanych-peneznich-toku?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=17,from static to dynamic valution: unlocking the potential of monte carlo simulations for discounted cash flow model,english,fakulta informatiky a statistiky,matematické metody v ekonomii,katedra ekonometrie,7. 5. 2023,12. 6. 2023,"the thesis explores the use of monte carlo simulation to improve the reliability of the dcf method, which is commonly used in business valuation. the object of the valuation is skoda auto, the largest car manufacturer in the czech republic. the theoretical part of the thesis explains the fundamental concepts of valuation and underlines some limitations of the deterministic approach of the dcf methodology. monte carlo simulation is introduced as a tool to approach the variability of model parameters and as a potential tool for generating a range of possible outcomes. in the practical part, the classical dcf model of skoda is explained, and the monte carlo simulation is incorporated into the model using r, the statistical programming language. the simulation produces a sampling distribution of enterprise value probabilities, which, in turn, helps to identify the 95% confidence intervals of the final value. different scenarios assigned varying probabilities were also tested during the monte carlo simulation. the analysis of the results contains measures of central tendency, variability, and shape, as well as the kernel density estimate. in addition, these findings are further assessed through a finance sensitivity analysis, which aims to identify the most critical components of the entire model. specifically, the sensitivity analysis revealed that the ebitda margin is the most critical variable. in summary, the monte carlo simulation produced a range of enterprise value between 92 €mm and 487 €mm, with an average value of 297 €mm.",valuation; dcf; intrinsic value; cash flow; monte carlo; enterprise value; probability distribution,https://insis.vse.cz/zp/81181,1553,False,0.5058054327964783,False,0.0,False
2023,Development of a documentation generating application for .NET libraries,akopyan denis,https://vskp.vse.cz/88304_development-of-a-documentation-generating-application-for-net-libraries?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=34,vývoj aplikace pro generování dokumentace .net knihoven,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,11. 12. 2022,30. 1. 2023,"this thesis aims to research and develop a documentation-generating application for .net libraries. the main objective was to create a tool for .net developers that want to extract source code documentation and export it into their desired format while keeping the application extensible, cross-platform, and easy to use.  the theoretical part of the thesis shall cover the development planning and the expected result of the project.  the empirical part of the thesis illustrates the exact process of development. designing a decoupled project structure had the most attention dedicated to it.  the expected result of this thesis project is a working cross-platform and open-source application that can generate documentation from .net libraries and is extensible via plugins.",development; application; generating; documentation; libraries; .net; dotnet,https://insis.vse.cz/zp/79632,777,False,0.7338083386421204,False,0.0,False
2023,Vývoj technických video návodů s využitím Triple Diamond modelu,manukian anna,https://vskp.vse.cz/88309_vyvoj-technickych-video-navodu-s-vyuzitim-triple-diamond-modelu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2023&page=34,development of technical video tutorials using the triple diamond design process model,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra multimédií,11. 12. 2022,26. 1. 2023,"this bachelor’s thesis is focused on product development using the triple diamond design process model. the developed product is primarily aimed at vše students and describes the steps involved in accessing vše vpn and nas while also giving an overview of those technologies. the chosen media is a video with a voice-over.  the theoretical part is concentrated on human-centred design and its best practices, different frameworks and tools and particularly explores the double and triple diamond design process models. then a typology of educational video is discussed, followed by an explanation of cognitive overload, multimedia usage in video and accessibility. finally, the theoretical part covers informational technology essential for product development.  the practical part describes project development using the triple diamond design process model from the early stages which include research, problem definition and solution discovery to concept validation and development consisting of production and post-production.  the outcome of this project is a set of 10 accessible videos about the vše vpn and kme nas which proved to solve all the users’ problems discovered in this thesis. after watching the produced videos, users performed two times better on a test on the school vpn and nas. the needed services were accessed faster than expected and the videos were sufficient for solving the few errors which occurred during the testing. the user testing participants generally agreed or strongly agreed with positive statements about the videos and described them as informative, useful, understandable, concise, engaging, and visually appealing.  finally, advice on distribution and possible topics for other manuals is provided.",accessible video; hcd; vpn; triple diamond design process model; educational video,https://insis.vse.cz/zp/78919,1742,False,0.7084720134735107,False,0.0,False
2024,Návrh prototypu pro mobilní aplikaci Setkávač podle principů návrhu UI/UX,salnikova elina,https://vskp.vse.cz/91681_navrh-prototypu-pro-mobilni-aplikaci-setkavac-podle-principu-navrhu-ui-ux?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2024&page=1,prototype design for the setkávač mobile application according to the ui/ux design principles,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,4. 9. 2024,18. 11. 2024,"this work is devoted to designing a user-friendly mobile application ‘setkávač’ that plans  in-person meet-ups. the study&apos;s first section examines the fundamental ideas of ui/ux  design theory, placing special emphasis on user-centred design. the theoretical framework  offers a thorough guidance for design thinking process of this application.  based on the design principles of ux and ui, the prototype of the mobile application is  created during the practical stage of this work. the main aim was to design an interactive  prototype in figma program that meets the application’s purposes and user requirements. the whole documentation of the iterative design process, from conception to prototype,  offers insights into decision-making and problem-solving techniques. user testing and  feedback loops are essential components of development cycle that guarantee that the  prototype not only complies with design principles but also reflects end users&apos; expectations  and preferences.",user experience ; user interface ; prototype,https://insis.vse.cz/zp/86478,997,False,0.5239576697349548,False,0.0,False
